id,label,randomnumber,organism,UGness
A0A834L7M0,LTR/Retroviral/YR,852,eukaryote,nonUG
A0A085N3G0,LTR/Retroviral/YR,852,eukaryote,nonUG
A0A7S4DAV7,LTR/Retroviral/YR,853,eukaryote,nonUG
A0A5M8PMT3,LTR/Retroviral/YR,853,eukaryote,nonUG
A0A537J880,LTR/Retroviral/YR,854,eukaryote,nonUG
A0A1W5D5P9,LTR/Retroviral/YR,854,eukaryote,nonUG
K1WRP0,LTR/Retroviral/YR,855,eukaryote,nonUG
A0A2S4PTH3,LTR/Retroviral/YR,855,eukaryote,nonUG
A0A535F5I8,LTR/Retroviral/YR,856,eukaryote,nonUG
A0A6S6VS14,LTR/Retroviral/YR,856,eukaryote,nonUG
A0A3L6MPQ1,LTR/Retroviral/YR,857,eukaryote,nonUG
A0A0G2FAW9,LTR/Retroviral/YR,857,eukaryote,nonUG
A0A1V6WLQ0,LTR/Retroviral/YR,858,eukaryote,nonUG
A0A2S6BTL3,LTR/Retroviral/YR,858,eukaryote,nonUG
J4VU23,LTR/Retroviral/YR,859,eukaryote,nonUG
A0A093XZX1,LTR/Retroviral/YR,859,eukaryote,nonUG
K1XJ03,LTR/Retroviral/YR,860,eukaryote,nonUG
A0A420IH78,LTR/Retroviral/YR,860,eukaryote,nonUG
A0A3E2HD53,LTR/Retroviral/YR,861,eukaryote,nonUG
A0A3L6MZA3,LTR/Retroviral/YR,861,eukaryote,nonUG
A0A151GPX4,LTR/Retroviral/YR,862,eukaryote,nonUG
A0A4Q4WGA0,LTR/Retroviral/YR,862,eukaryote,nonUG
A0A7S2P942,LTR/Retroviral/YR,863,eukaryote,nonUG
A0A7S4AT86,LTR/Retroviral/YR,863,eukaryote,nonUG
A0A1Z5KHE7,LTR/Retroviral/YR,864,eukaryote,nonUG
A0A350JKC4,LTR/Retroviral/YR,864,eukaryote,nonUG
K9FAB9,LTR/Retroviral/YR,865,eukaryote,nonUG
A0A0F8DDM1,LTR/Retroviral/YR,865,eukaryote,nonUG
A0A1Y1ISS2,LTR/Retroviral/YR,866,eukaryote,nonUG
A0A250XND9,LTR/Retroviral/YR,866,eukaryote,nonUG
A0A150GKT1,LTR/Retroviral/YR,867,eukaryote,nonUG
A0A7R9YSA9,LTR/Retroviral/YR,867,eukaryote,nonUG
A0A7R9V9Z0,LTR/Retroviral/YR,868,eukaryote,nonUG
K2R444,LTR/Retroviral/YR,868,eukaryote,nonUG
A0A6S6V3U7,LTR/Retroviral/YR,869,eukaryote,nonUG
A0A395IJQ9,LTR/Retroviral/YR,869,eukaryote,nonUG
A0A1K0GD68,LTR/Retroviral/YR,870,eukaryote,nonUG
I2FLW1,LTR/Retroviral/YR,870,eukaryote,nonUG
I2G0T2,LTR/Retroviral/YR,871,eukaryote,nonUG
A0A087T1Z9,LTR/Retroviral/YR,871,eukaryote,nonUG
A0A6B0V9W6,LTR/Retroviral/YR,872,eukaryote,nonUG
A0A535S533,LTR/Retroviral/YR,872,eukaryote,nonUG
A0A2J7PX44,LTR/Retroviral/YR,873,eukaryote,nonUG
A0A2C5W0V4,LTR/Retroviral/YR,873,eukaryote,nonUG
A0A834S5H9,LTR/Retroviral/YR,874,eukaryote,nonUG
A0A1W5D8Y7,LTR/Retroviral/YR,874,eukaryote,nonUG
A0A1E3B2C5,LTR/Retroviral/YR,875,eukaryote,nonUG
A0A2V1AM68,LTR/Retroviral/YR,875,eukaryote,nonUG
U1GSH0,LTR/Retroviral/YR,876,eukaryote,nonUG
A0A0B4G5A2,LTR/Retroviral/YR,876,eukaryote,nonUG
A0A2N5VQK7,LTR/Retroviral/YR,877,eukaryote,nonUG
A0A2S4VN28,LTR/Retroviral/YR,877,eukaryote,nonUG
A0A2N5UH98,LTR/Retroviral/YR,878,eukaryote,nonUG
A0A0L6V7B7,LTR/Retroviral/YR,878,eukaryote,nonUG
A0A0C4EZI6,LTR/Retroviral/YR,879,eukaryote,nonUG
A0A5B0M5T1,LTR/Retroviral/YR,879,eukaryote,nonUG
A0A7S4MPX6,LTR/Retroviral/YR,880,eukaryote,nonUG
A0A7S0MTK3,LTR/Retroviral/YR,880,eukaryote,nonUG
B7S988,LTR/Retroviral/YR,881,eukaryote,nonUG
F0WU01,LTR/Retroviral/YR,881,eukaryote,nonUG
A0A814GH42,LTR/Retroviral/YR,882,eukaryote,nonUG
A0A1Y1JUX7,LTR/Retroviral/YR,882,eukaryote,nonUG
A0A4C1T9G5,LTR/Retroviral/YR,883,eukaryote,nonUG
A0A1Y1JXC3,LTR/Retroviral/YR,883,eukaryote,nonUG
A0A1Y1NGN0,LTR/Retroviral/YR,884,eukaryote,nonUG
A0A1Y1N9F7,LTR/Retroviral/YR,884,eukaryote,nonUG
A0A182H4J9,LTR/Retroviral/YR,885,eukaryote,nonUG
A0A194PHT8,LTR/Retroviral/YR,885,eukaryote,nonUG
A0A182HBD9,LTR/Retroviral/YR,886,eukaryote,nonUG
A0A182G4A7,LTR/Retroviral/YR,886,eukaryote,nonUG
A0A485LF21,LTR/Retroviral/YR,887,eukaryote,nonUG
H3HA00,LTR/Retroviral/YR,887,eukaryote,nonUG
A0A6S7H8C9,LTR/Retroviral/YR,888,eukaryote,nonUG
A0A6A4IQU4,LTR/Retroviral/YR,888,eukaryote,nonUG
A0A6H5HDJ3,LTR/Retroviral/YR,889,eukaryote,nonUG
A0A0A9YMV4,LTR/Retroviral/YR,889,eukaryote,nonUG
A0A1Y1LVN7,LTR/Retroviral/YR,890,eukaryote,nonUG
A0A0V1G2I5,LTR/Retroviral/YR,890,eukaryote,nonUG
J9M2J6,LTR/Retroviral/YR,891,eukaryote,nonUG
A0A5S6QHL1,LTR/Retroviral/YR,891,eukaryote,nonUG
A0A0J7KE66,LTR/Retroviral/YR,892,eukaryote,nonUG
A0A4C1TMZ8,LTR/Retroviral/YR,892,eukaryote,nonUG
A0A0J7K4F5,LTR/Retroviral/YR,893,eukaryote,nonUG
A0A4Y2CAH6,LTR/Retroviral/YR,893,eukaryote,nonUG
A0A4Y2JF47,LTR/Retroviral/YR,894,eukaryote,nonUG
A0A4Y1ZNJ3,LTR/Retroviral/YR,894,eukaryote,nonUG
A0A6A3LA94,LTR/Retroviral/YR,895,eukaryote,nonUG
A0A0P1AME1,LTR/Retroviral/YR,895,eukaryote,nonUG
A0A6A3DPZ3,LTR/Retroviral/YR,896,eukaryote,nonUG
A0A1D2M4Z4,LTR/Retroviral/YR,896,eukaryote,nonUG
A0A0A2JZZ1,LTR/Retroviral/YR,897,eukaryote,nonUG
B2CN79,LTR/Retroviral/YR,897,eukaryote,nonUG
A0A512UJB7,LTR/Retroviral/YR,898,eukaryote,nonUG
C4Y0M3,LTR/Retroviral/YR,898,eukaryote,nonUG
G8BPQ9,LTR/Retroviral/YR,899,eukaryote,nonUG
A0A7H0KDV7,LTR/Retroviral/YR,899,eukaryote,nonUG
A0A1Y1JZX1,LTR/Retroviral/YR,900,eukaryote,nonUG
A0A5E8C4X9,LTR/Retroviral/YR,900,eukaryote,nonUG
A0A6A3J545,LTR/Retroviral/YR,901,eukaryote,nonUG
A0A225W3G9,LTR/Retroviral/YR,901,eukaryote,nonUG
A0A6A3I9X6,LTR/Retroviral/YR,902,eukaryote,nonUG
A0A6A3LJ39,LTR/Retroviral/YR,902,eukaryote,nonUG
A0A2N5SAV4,LTR/Retroviral/YR,903,eukaryote,nonUG
A0A2N9HIV2,LTR/Retroviral/YR,903,eukaryote,nonUG
A5B4F1,LTR/Retroviral/YR,904,eukaryote,nonUG
A0A2Z6LU54,LTR/Retroviral/YR,904,eukaryote,nonUG
A0A6N2LKM2,LTR/Retroviral/YR,905,eukaryote,nonUG
A0A803QAR3,LTR/Retroviral/YR,905,eukaryote,nonUG
A0A1S3ZHD0,LTR/Retroviral/YR,906,eukaryote,nonUG
Q9XIM3,LTR/Retroviral/YR,906,eukaryote,nonUG
A0A6A2ZW95,LTR/Retroviral/YR,907,eukaryote,nonUG
A0A2I0JDW6,LTR/Retroviral/YR,907,eukaryote,nonUG
A0A2I0J4P4,LTR/Retroviral/YR,908,eukaryote,nonUG
A0A2U1PIQ9,LTR/Retroviral/YR,908,eukaryote,nonUG
A0A699H8W7,LTR/Retroviral/YR,909,eukaryote,nonUG
A0A6L2L907,LTR/Retroviral/YR,909,eukaryote,nonUG
A0A699HC68,LTR/Retroviral/YR,910,eukaryote,nonUG
A0A1U8GZA5,LTR/Retroviral/YR,910,eukaryote,nonUG
A0A5A7T140,LTR/Retroviral/YR,911,eukaryote,nonUG
A0A699HIP1,LTR/Retroviral/YR,911,eukaryote,nonUG
S8CEL4,LTR/Retroviral/YR,912,eukaryote,nonUG
A0A1U8HCI3,LTR/Retroviral/YR,912,eukaryote,nonUG
A0A061EMD4,LTR/Retroviral/YR,913,eukaryote,nonUG
A0A061EYN0,LTR/Retroviral/YR,913,eukaryote,nonUG
A0A438DF57,LTR/Retroviral/YR,914,eukaryote,nonUG
A5AE14,LTR/Retroviral/YR,914,eukaryote,nonUG
A0A6D2JGW2,LTR/Retroviral/YR,915,eukaryote,nonUG
A0A6L2P0M3,LTR/Retroviral/YR,915,eukaryote,nonUG
A0A438EIX7,LTR/Retroviral/YR,916,eukaryote,nonUG
A0A2N9G848,LTR/Retroviral/YR,916,eukaryote,nonUG
A0A438E4W3,LTR/Retroviral/YR,917,eukaryote,nonUG
A0A5K0Z160,LTR/Retroviral/YR,917,eukaryote,nonUG
A0A7J7I0J8,LTR/Retroviral/YR,918,eukaryote,nonUG
A0A2N9FA34,LTR/Retroviral/YR,918,eukaryote,nonUG
A0A2N9I2F7,LTR/Retroviral/YR,919,eukaryote,nonUG
A0A2U1QJG8,LTR/Retroviral/YR,919,eukaryote,nonUG
A0A371HL05,LTR/Retroviral/YR,920,eukaryote,nonUG
A0A2N9EG31,LTR/Retroviral/YR,920,eukaryote,nonUG
A5BZC9,LTR/Retroviral/YR,921,eukaryote,nonUG
A0A5D3BLX8,LTR/Retroviral/YR,921,eukaryote,nonUG
A0A438GRC1,LTR/Retroviral/YR,922,eukaryote,nonUG
A0A2N9G3G0,LTR/Retroviral/YR,922,eukaryote,nonUG
A0A371G830,LTR/Retroviral/YR,923,eukaryote,nonUG
A0A438I379,LTR/Retroviral/YR,923,eukaryote,nonUG
A0A438DI22,LTR/Retroviral/YR,924,eukaryote,nonUG
A0A5K0ZNS5,LTR/Retroviral/YR,924,eukaryote,nonUG
A0A2N9GKK0,LTR/Retroviral/YR,925,eukaryote,nonUG
A0A822ZMY3,LTR/Retroviral/YR,925,eukaryote,nonUG
A0A5N6P1T0,LTR/Retroviral/YR,926,eukaryote,nonUG
A0A2I0JGJ1,LTR/Retroviral/YR,926,eukaryote,nonUG
A0A438CJZ5,LTR/Retroviral/YR,927,eukaryote,nonUG
A0A2N9H5T7,LTR/Retroviral/YR,927,eukaryote,nonUG
A0A2N9IMJ2,LTR/Retroviral/YR,928,eukaryote,nonUG
A0A2N9HLD4,LTR/Retroviral/YR,928,eukaryote,nonUG
A0A2G3C092,LTR/Retroviral/YR,929,eukaryote,nonUG
A0A6A2XNI2,LTR/Retroviral/YR,929,eukaryote,nonUG
A0A061E1S4,LTR/Retroviral/YR,930,eukaryote,nonUG
A0A2N9EEH5,LTR/Retroviral/YR,930,eukaryote,nonUG
A0A438JRT1,LTR/Retroviral/YR,931,eukaryote,nonUG
A0A5D3BEZ6,LTR/Retroviral/YR,931,eukaryote,nonUG
A0A2N9HJG0,LTR/Retroviral/YR,932,eukaryote,nonUG
A0A438INT8,LTR/Retroviral/YR,932,eukaryote,nonUG
A0A6A3C075,LTR/Retroviral/YR,933,eukaryote,nonUG
A0A6A3ADU5,LTR/Retroviral/YR,933,eukaryote,nonUG
A0A6A3A9T5,LTR/Retroviral/YR,934,eukaryote,nonUG
A0A6A3AZB0,LTR/Retroviral/YR,934,eukaryote,nonUG
A0A5B6V1L9,LTR/Retroviral/YR,935,eukaryote,nonUG
A0A1U8PKS3,LTR/Retroviral/YR,935,eukaryote,nonUG
A0A2Z6NP41,LTR/Retroviral/YR,936,eukaryote,nonUG
A0A445I3N8,LTR/Retroviral/YR,936,eukaryote,nonUG
A0A803P919,LTR/Retroviral/YR,937,eukaryote,nonUG
A0A803PU39,LTR/Retroviral/YR,937,eukaryote,nonUG
T2D0T6,LTR/Retroviral/YR,938,eukaryote,nonUG
A0A699GJ65,LTR/Retroviral/YR,938,eukaryote,nonUG
A0A6V7QDL0,LTR/Retroviral/YR,939,eukaryote,nonUG
A0A5N5I5B1,LTR/Retroviral/YR,939,eukaryote,nonUG
A0A2N9JAS4,LTR/Retroviral/YR,940,eukaryote,nonUG
A0A1R3FXR6,LTR/Retroviral/YR,940,eukaryote,nonUG
A0A699HVW4,LTR/Retroviral/YR,941,eukaryote,nonUG
A0A6D2L5A1,LTR/Retroviral/YR,941,eukaryote,nonUG
Q2R3M7,LTR/Retroviral/YR,942,eukaryote,nonUG
A0A0A9W6B0,LTR/Retroviral/YR,942,eukaryote,nonUG
A0A0A9XFP3,LTR/Retroviral/YR,943,eukaryote,nonUG
A0A6H5GLE4,LTR/Retroviral/YR,943,eukaryote,nonUG
A0A0A9YQI2,LTR/Retroviral/YR,944,eukaryote,nonUG
A0A0K0EMU9,LTR/Retroviral/YR,944,eukaryote,nonUG
A0A0N5BJE0,LTR/Retroviral/YR,945,eukaryote,nonUG
A0A0N5CBC5,LTR/Retroviral/YR,945,eukaryote,nonUG
A0A0K0FCE4,LTR/Retroviral/YR,946,eukaryote,nonUG
A0A6V7M123,LTR/Retroviral/YR,946,eukaryote,nonUG
A0A0A9XDZ4,LTR/Retroviral/YR,947,eukaryote,nonUG
J9LA40,LTR/Retroviral/YR,947,eukaryote,nonUG
A0A7S3Z780,LTR/Retroviral/YR,948,eukaryote,nonUG
A0A7I4BZ14,LTR/Retroviral/YR,948,eukaryote,nonUG
A0A2K1INW5,LTR/Retroviral/YR,949,eukaryote,nonUG
A0A2K1LB07,LTR/Retroviral/YR,949,eukaryote,nonUG
A0A225W1R0,LTR/Retroviral/YR,950,eukaryote,nonUG
A0A6A3NT90,LTR/Retroviral/YR,950,eukaryote,nonUG
A0A6A3J9W8,LTR/Retroviral/YR,951,eukaryote,nonUG
A0A225W3V2,LTR/Retroviral/YR,951,eukaryote,nonUG
A0A225UWZ8,LTR/Retroviral/YR,952,eukaryote,nonUG
A0A2P4X1D7,LTR/Retroviral/YR,952,eukaryote,nonUG
A0A0P1AJA7,LTR/Retroviral/YR,953,eukaryote,nonUG
A0A225VA09,LTR/Retroviral/YR,953,eukaryote,nonUG
A0A6A4F3Y5,LTR/Retroviral/YR,954,eukaryote,nonUG
A0A2P4XBD3,LTR/Retroviral/YR,954,eukaryote,nonUG
A0A7S0MSU5,LTR/Retroviral/YR,955,eukaryote,nonUG
A0A0M0K2N5,LTR/Retroviral/YR,955,eukaryote,nonUG
G7E3S6,LTR/Retroviral/YR,956,eukaryote,nonUG
A0A250XAJ6,LTR/Retroviral/YR,956,eukaryote,nonUG
A0A250XU73,LTR/Retroviral/YR,957,eukaryote,nonUG
A0A250WVE1,LTR/Retroviral/YR,957,eukaryote,nonUG
A0A4Y2Q857,LTR/Retroviral/YR,958,eukaryote,nonUG
A0A4Y2N430,LTR/Retroviral/YR,958,eukaryote,nonUG
A0A4Y2D7A5,LTR/Retroviral/YR,959,eukaryote,nonUG
A0A4Y2QH30,LTR/Retroviral/YR,959,eukaryote,nonUG
A0A511KEZ0,LTR/Retroviral/YR,960,eukaryote,nonUG
A0A834RC73,LTR/Retroviral/YR,960,eukaryote,nonUG
A0A0F7SV57,LTR/Retroviral/YR,961,eukaryote,nonUG
A0A2E9QKR8,LTR/Retroviral/YR,961,eukaryote,nonUG
I2H688,LTR/Retroviral/YR,962,eukaryote,nonUG
A0A1D8PLS1,LTR/Retroviral/YR,962,eukaryote,nonUG
A0A1D8PR73,LTR/Retroviral/YR,963,eukaryote,nonUG
A0A834R4X5,LTR/Retroviral/YR,963,eukaryote,nonUG
A0A4P6XIB5,LTR/Retroviral/YR,964,eukaryote,nonUG
A0A438HST1,LTR/Retroviral/YR,964,eukaryote,nonUG
A0A438G0Z4,LTR/Retroviral/YR,965,eukaryote,nonUG
A0A5B6WLL2,LTR/Retroviral/YR,965,eukaryote,nonUG
A0A438JI96,LTR/Retroviral/YR,966,eukaryote,nonUG
A0A5H2XMW7,LTR/Retroviral/YR,966,eukaryote,nonUG
A0A438IX92,LTR/Retroviral/YR,967,eukaryote,nonUG
A0A151S487,LTR/Retroviral/YR,967,eukaryote,nonUG
A0A5A7U4R4,LTR/Retroviral/YR,968,eukaryote,nonUG
Q9MAR7,LTR/Retroviral/YR,968,eukaryote,nonUG
A0A699H563,LTR/Retroviral/YR,969,eukaryote,nonUG
B9GC98,LTR/Retroviral/YR,969,eukaryote,nonUG
A0A2Z6NY36,LTR/Retroviral/YR,970,eukaryote,nonUG
A0A2Z6P5J6,LTR/Retroviral/YR,970,eukaryote,nonUG
A0A251VGU8,LTR/Retroviral/YR,971,eukaryote,nonUG
A0A2Z6PKM9,LTR/Retroviral/YR,971,eukaryote,nonUG
A0A6L2JPX3,LTR/Retroviral/YR,972,eukaryote,nonUG
A0A438I1P6,LTR/Retroviral/YR,972,eukaryote,nonUG
Q9LP05,LTR/Retroviral/YR,973,eukaryote,nonUG
A0A5D3C1P5,LTR/Retroviral/YR,973,eukaryote,nonUG
A0A6L2LIF4,LTR/Retroviral/YR,974,eukaryote,nonUG
A0A2N9EG92,LTR/Retroviral/YR,974,eukaryote,nonUG
A0A699GMK2,LTR/Retroviral/YR,975,eukaryote,nonUG
A0A6L2KA16,LTR/Retroviral/YR,975,eukaryote,nonUG
A0A6L2N8Q0,LTR/Retroviral/YR,976,eukaryote,nonUG
A0A6L2MC66,LTR/Retroviral/YR,976,eukaryote,nonUG
A0A6L2NA77,LTR/Retroviral/YR,977,eukaryote,nonUG
A0A6L2KCR0,LTR/Retroviral/YR,977,eukaryote,nonUG
A0A507D162,LTR/Retroviral/YR,978,eukaryote,nonUG
D5KY22,LTR/Retroviral/YR,978,eukaryote,nonUG
A0A482S374,LTR/Retroviral/YR,979,eukaryote,nonUG
A0A437A7N2,LTR/Retroviral/YR,979,eukaryote,nonUG
A0A0P1BFS2,LTR/Retroviral/YR,980,eukaryote,nonUG
A0A177U9M6,LTR/Retroviral/YR,980,eukaryote,nonUG
A0A0G4PWD0,LTR/Retroviral/YR,981,eukaryote,nonUG
A0A6H5JDG0,LTR/Retroviral/YR,981,eukaryote,nonUG
A0A6H5KL37,LTR/Retroviral/YR,982,eukaryote,nonUG
A0A177WTF1,LTR/Retroviral/YR,982,eukaryote,nonUG
A0A507DKG9,LTR/Retroviral/YR,983,eukaryote,nonUG
F0W3P3,LTR/Retroviral/YR,983,eukaryote,nonUG
F0WSF3,LTR/Retroviral/YR,984,eukaryote,nonUG
A0A6A3MX40,LTR/Retroviral/YR,984,eukaryote,nonUG
F0W8W0,LTR/Retroviral/YR,985,eukaryote,nonUG
A0A329SK86,LTR/Retroviral/YR,985,eukaryote,nonUG
A0A507DGU4,LTR/Retroviral/YR,986,eukaryote,nonUG
A0A507DC08,LTR/Retroviral/YR,986,eukaryote,nonUG
A0A507BSG4,LTR/Retroviral/YR,987,eukaryote,nonUG
A0A7S2ZD23,LTR/Retroviral/YR,987,eukaryote,nonUG
A0A2X0N209,LTR/Retroviral/YR,988,eukaryote,nonUG
A0A2X0M4D8,LTR/Retroviral/YR,988,eukaryote,nonUG
A0A2X0L097,LTR/Retroviral/YR,989,eukaryote,nonUG
A0A2X0P749,LTR/Retroviral/YR,989,eukaryote,nonUG
A0A7S0BLZ1,LTR/Retroviral/YR,990,eukaryote,nonUG
A0A5S6QJY9,LTR/Retroviral/YR,990,eukaryote,nonUG
A0A177U1H6,LTR/Retroviral/YR,991,eukaryote,nonUG
A0A177VLW9,LTR/Retroviral/YR,991,eukaryote,nonUG
A0A427Y2R1,LTR/Retroviral/YR,992,eukaryote,nonUG
A0A5D3AWJ7,LTR/Retroviral/YR,992,eukaryote,nonUG
A0A0P1BK82,LTR/Retroviral/YR,993,eukaryote,nonUG
A0A075B3L7,LTR/Retroviral/YR,993,eukaryote,nonUG
A0A177T395,LTR/Retroviral/YR,994,eukaryote,nonUG
I2FQB5,LTR/Retroviral/YR,994,eukaryote,nonUG
A0A481SHG6,LTR/Retroviral/YR,995,eukaryote,nonUG
A0A177V567,LTR/Retroviral/YR,995,eukaryote,nonUG
A0A177TY21,LTR/Retroviral/YR,996,eukaryote,nonUG
A0A177VF51,LTR/Retroviral/YR,996,eukaryote,nonUG
A0A286QJ36,LTR/Retroviral/YR,997,eukaryote,nonUG
A0A507BR27,LTR/Retroviral/YR,997,eukaryote,nonUG
A0A507CYQ3,LTR/Retroviral/YR,998,eukaryote,nonUG
A0A6A4ZIQ0,LTR/Retroviral/YR,998,eukaryote,nonUG
A0A4T0N9L3,LTR/Retroviral/YR,999,eukaryote,nonUG
A0A2D7MQY1,LTR/Retroviral/YR,999,eukaryote,nonUG
A0A2E1LL39,LTR/Retroviral/YR,1000,eukaryote,nonUG
A8U3S6,LTR/Retroviral/YR,1000,eukaryote,nonUG
A0A0F4GH69,LTR/Retroviral/YR,1001,eukaryote,nonUG
A0A7S3FKM4,LTR/Retroviral/YR,1001,eukaryote,nonUG
A0A2H2J2C1,LTR/Retroviral/YR,1002,eukaryote,nonUG
A0A0F8BLC2,LTR/Retroviral/YR,1002,eukaryote,nonUG
A0A225VVC4,LTR/Retroviral/YR,1003,eukaryote,nonUG
A0A6A3N2N0,LTR/Retroviral/YR,1003,eukaryote,nonUG
A0A075AQ97,LTR/Retroviral/YR,1004,eukaryote,nonUG
A0A6A4Z1V0,LTR/Retroviral/YR,1004,eukaryote,nonUG
A0A2D4PTW8,LTR/Retroviral/YR,1005,eukaryote,nonUG
A0A2D4IVV2,LTR/Retroviral/YR,1005,eukaryote,nonUG
A0A6H5L4B2,LTR/Retroviral/YR,1006,eukaryote,nonUG
A0A6H5KL18,LTR/Retroviral/YR,1006,eukaryote,nonUG
A0A6H5JAZ5,LTR/Retroviral/YR,1007,eukaryote,nonUG
A0A6H5J594,LTR/Retroviral/YR,1007,eukaryote,nonUG
A0A6H5JBN2,LTR/Retroviral/YR,1008,eukaryote,nonUG
A0A0P7B6H7,LTR/Retroviral/YR,1008,eukaryote,nonUG
A0A535F675,LTR/Retroviral/YR,1009,eukaryote,nonUG
A0A225UZ82,LTR/Retroviral/YR,1009,eukaryote,nonUG
A0A2N5ULS5,LTR/Retroviral/YR,1010,eukaryote,nonUG
A0A0C4ER73,LTR/Retroviral/YR,1010,eukaryote,nonUG
A0A2N5SXJ7,LTR/Retroviral/YR,1011,eukaryote,nonUG
A0A0C4ENF5,LTR/Retroviral/YR,1011,eukaryote,nonUG
A0A0C4EPV3,LTR/Retroviral/YR,1012,eukaryote,nonUG
A0A7S4D8N3,LTR/Retroviral/YR,1012,eukaryote,nonUG
A0A0M0JDM7,LTR/Retroviral/YR,1013,eukaryote,nonUG
A0A5E3XBS5,LTR/Retroviral/YR,1013,eukaryote,nonUG
A0A090N4T0,LTR/Retroviral/YR,1014,eukaryote,nonUG
A0A7S0KCV4,LTR/Retroviral/YR,1014,eukaryote,nonUG
A0A2X0KNA2,LTR/Retroviral/YR,1015,eukaryote,nonUG
A0A2X0MP13,LTR/Retroviral/YR,1015,eukaryote,nonUG
A0A2X0MNY2,LTR/Retroviral/YR,1016,eukaryote,nonUG
A0A0G4IJ16,LTR/Retroviral/YR,1016,eukaryote,nonUG
A0A2X0N0G9,LTR/Retroviral/YR,1017,eukaryote,nonUG
A0A2X0LWI2,LTR/Retroviral/YR,1017,eukaryote,nonUG
A0A7S0YWC4,LTR/Retroviral/YR,1018,eukaryote,nonUG
A0A146HB08,LTR/Retroviral/YR,1018,eukaryote,nonUG
A0A284RV53,LTR/Retroviral/YR,1019,eukaryote,nonUG
A0A1Q3EFZ1,LTR/Retroviral/YR,1019,eukaryote,nonUG
A0A0D0AU44,LTR/Retroviral/YR,1020,eukaryote,nonUG
A0A1Q3DUH6,LTR/Retroviral/YR,1020,eukaryote,nonUG
A0A401GEN6,LTR/Retroviral/YR,1021,eukaryote,nonUG
A0A7S2R556,LTR/Retroviral/YR,1021,eukaryote,nonUG
A0A0M0JUZ3,LTR/Retroviral/YR,1022,eukaryote,nonUG
A0A0B7FLR7,LTR/Retroviral/YR,1022,eukaryote,nonUG
A0A7S3Y454,LTR/Retroviral/YR,1023,eukaryote,nonUG
M3JSF6,LTR/Retroviral/YR,1023,eukaryote,nonUG
A0A6A3IQM1,LTR/Retroviral/YR,1024,eukaryote,nonUG
F0WDL5,LTR/Retroviral/YR,1024,eukaryote,nonUG
A0A2P4Y1J4,LTR/Retroviral/YR,1025,eukaryote,nonUG
F0W9N8,LTR/Retroviral/YR,1025,eukaryote,nonUG
A0A6A4A4L0,LTR/Retroviral/YR,1026,eukaryote,nonUG
A0A6G0WJ78,LTR/Retroviral/YR,1026,eukaryote,nonUG
A0A6G0WFC0,LTR/Retroviral/YR,1027,eukaryote,nonUG
A0A225VMT5,LTR/Retroviral/YR,1027,eukaryote,nonUG
T1IUK0,LTR/Retroviral/YR,1028,eukaryote,nonUG
A0A096PAH2,LTR/Retroviral/YR,1028,eukaryote,nonUG
A0A7S0XE50,LTR/Retroviral/YR,1029,eukaryote,nonUG
A0A507FAR3,LTR/Retroviral/YR,1029,eukaryote,nonUG
A0A7S4P6K7,LTR/Retroviral/YR,1030,eukaryote,nonUG
A0A7S4UB65,LTR/Retroviral/YR,1030,eukaryote,nonUG
S8BYT8,LTR/Retroviral/YR,1031,eukaryote,nonUG
A0A7S4K281,LTR/Retroviral/YR,1031,eukaryote,nonUG
A0A535F6S8,LTR/Retroviral/YR,1032,eukaryote,nonUG
A0A507D6Y1,LTR/Retroviral/YR,1032,eukaryote,nonUG
A0A6A4YY14,LTR/Retroviral/YR,1033,eukaryote,nonUG
A0A6G0WAE5,LTR/Retroviral/YR,1033,eukaryote,nonUG
A0A2E0WEF7,LTR/Retroviral/YR,1034,eukaryote,nonUG
A0A2E0WBG3,LTR/Retroviral/YR,1034,eukaryote,nonUG
A0A2I0XJJ4,LTR/Retroviral/YR,1035,eukaryote,nonUG
A0A0G4EN14,LTR/Retroviral/YR,1035,eukaryote,nonUG
A0A7S2AW75,LTR/Retroviral/YR,1036,eukaryote,nonUG
A0A2D4XCH7,LTR/Retroviral/YR,1036,eukaryote,nonUG
A0A7R9UHG9,LTR/Retroviral/YR,1037,eukaryote,nonUG
A0A2D6FGZ1,LTR/Retroviral/YR,1037,eukaryote,nonUG
A0A0M0JTS7,LTR/Retroviral/YR,1038,eukaryote,nonUG
A0A7S2CEI2,LTR/Retroviral/YR,1038,eukaryote,nonUG
A0A226CZD0,LTR/Retroviral/YR,1039,eukaryote,nonUG
A0A7S2R5M6,LTR/Retroviral/YR,1039,eukaryote,nonUG
A0A1Z8ZU62,LTR/Retroviral/YR,1040,eukaryote,nonUG
J5QRI8,LTR/Retroviral/YR,1040,eukaryote,nonUG
J6EZH3,LTR/Retroviral/YR,1041,eukaryote,nonUG
A0A507F1J3,LTR/Retroviral/YR,1041,eukaryote,nonUG
A0A7S0MWG7,LTR/Retroviral/YR,1042,eukaryote,nonUG
A0A7S0MLG9,LTR/Retroviral/YR,1042,eukaryote,nonUG
A0A7S0MIJ9,LTR/Retroviral/YR,1043,eukaryote,nonUG
A0A7S0VXP3,LTR/Retroviral/YR,1043,eukaryote,nonUG
A0A7Z9GBU3,LTR/Retroviral/YR,1044,eukaryote,nonUG
A0A2D7I431,LTR/Retroviral/YR,1044,eukaryote,nonUG
A0A7S2DY95,LTR/Retroviral/YR,1045,eukaryote,nonUG
